"Bezirk (>>) / Gemeinde (......)","Fläche Total 2013/18","-10 Künstlich angelegte Flächen 2013/18",">>10.11 Befestigte Flächen 2013/18",">>10.12 Gebäude 2013/18",">>10.13 Treibhäuser 2013/18",">>10.14 Beetstrukturen 2013/18",">>10.15 Rasen 2013/18",">>10.16 Bäume auf künstlich angelegten Flächen 2013/18",">>10.17 Gemischte Kleinstrukturen 2013/18","-20 Gras-, Krautvegetation 2013/18",">>20.21 Gras-, Krautvegetation 2013/18","-30 Gebüschvegetation 2013/18",">>30.31 Gebüsch 2013/18",">>30.32 Verbuschte Flächen 2013/18",">>30.33 Niederstammobst 2013/18",">>30.34 Reben 2013/18",">>30.35 Gärtnerische Dauerkulturen 2013/18","-40 Baumvegetation 2013/18",">>40.41 Geschlossene Baumbestände 2013/18",">>40.42 Waldecken 2013/18",">>40.43 Waldstreifen 2013/18",">>40.44 Aufgelöste Baumbestände 2013/18",">>40.45 Gebüschwaldbestände 2013/18",">>40.46 Lineare Baumbestände 2013/18",">>40.47 Baumgruppen 2013/18","-50 Vegetationslose Flächen 2013/18",">>50.51 Anstehender Fels 2013/18",">>50.52 Lockergestein 2013/18",">>50.53 Versteinte Flächen 2013/18","-60 Wasser und Feuchtflächen 2013/18",">>60.61 Wasser 2013/18",">>60.62 Gletscher, Firn 2013/18",">>60.63 Nassstandorte 2013/18",">>60.64 Schilfbestände 2013/18"
"3881",1840,15,4,8,0,0,3,0,0,610,610,263,119,144,0,0,0,819,459,7,30,163,34,17,109,37,1,11,25,96,9,0,87,0
"3882",814,39,24,9,0,0,3,0,3,334,334,53,27,26,0,0,0,354,220,4,14,49,8,18,41,25,6,11,8,9,6,0,3,0
"3891",8383,153,111,17,0,3,13,6,3,3757,3757,783,303,480,0,0,0,2148,1126,22,80,393,222,50,255,1412,315,618,479,130,33,0,97,0
"3961",4327,117,64,28,0,2,17,4,2,1780,1780,193,68,125,0,0,0,1959,1271,23,52,298,83,53,179,231,37,78,116,47,23,0,23,1
"3962",6173,141,82,24,0,3,22,2,8,1986,1986,459,164,295,0,0,0,2837,1960,20,66,392,125,42,232,664,99,317,248,86,34,0,52,0
"3972",4961,92,52,21,0,2,9,5,3,1758,1758,342,126,216,0,0,0,1823,886,14,46,385,210,34,248,819,306,306,207,127,16,3,106,2
"-1850",137341,2004,1236,348,0,18,300,57,45,40025,40025,17841,8129,9712,0,0,0,33100,19685,223,891,4520,5063,497,2221,39767,11180,17338,11249,4604,1456,2486,643,19
"3572",2234,60,29,17,0,0,7,1,6,1023,1023,397,133,264,0,0,0,440,214,3,24,90,14,16,79,265,18,86,161,49,7,0,42,0
"3575",3169,130,65,25,0,0,17,14,9,914,914,241,99,142,0,0,0,966,669,9,34,166,2,12,74,811,234,395,182,107,14,59,25,9
"3581",696,54,20,6,0,1,25,2,0,131,131,14,10,4,0,0,0,423,323,4,9,66,0,2,19,50,25,23,2,24,19,0,2,3
"3582",480,46,26,8,0,0,11,0,1,124,124,24,20,4,0,0,0,251,187,2,6,32,0,9,15,16,1,12,3,19,15,0,3,1
"3603",17552,80,58,14,0,1,6,1,0,5083,5083,2541,1119,1422,0,0,0,2206,1267,2,40,316,438,11,132,6871,1708,3129,2034,771,260,438,73,0
"3618",16543,222,138,41,0,3,32,4,4,7015,7015,1717,725,992,0,0,0,3591,2185,29,137,462,488,68,222,3715,967,1545,1203,283,148,74,60,1
"3619",13348,335,202,68,0,2,47,8,8,4404,4404,1498,684,814,0,0,0,5002,3234,60,179,601,381,108,439,1877,572,777,528,232,100,61,68,3
"3672",15140,162,130,21,0,5,3,1,2,5161,5161,2281,893,1388,0,0,0,4723,3109,27,108,586,501,49,343,2710,753,1087,870,103,78,3,21,1
"3981",9658,204,108,39,0,4,43,7,3,3043,3043,557,142,415,0,0,0,2408,1548,26,88,347,155,55,189,2956,1029,1337,590,490,79,367,43,1
"3982",9104,135,78,22,0,0,24,5,6,1646,1646,1085,572,513,0,0,0,2393,1498,15,46,307,401,25,101,3587,1131,1650,806,258,57,191,10,0
"3983",13623,60,50,7,0,0,3,0,0,2265,2265,2043,1047,996,0,0,0,2261,735,6,24,337,1028,7,124,5948,1892,2476,1580,1046,286,734,26,0
"3985",10183,106,66,19,0,1,17,3,0,2112,2112,1487,744,743,0,0,0,3012,1680,10,74,510,523,30,185,3247,822,1493,932,219,61,152,6,0
"3986",13392,161,106,25,0,1,25,2,2,2687,2687,2235,1063,1172,0,0,0,1833,707,4,17,192,809,12,92,5879,1463,2614,1802,597,254,239,104,0
"3987",5190,87,54,12,0,0,16,4,1,1130,1130,651,353,298,0,0,0,1853,1228,6,48,262,156,41,112,1228,485,477,266,241,37,167,37,0
"3988",7029,162,106,24,0,0,24,5,3,3287,3287,1070,525,545,0,0,0,1738,1101,20,57,246,167,52,95,607,80,237,290,165,41,1,123,0
"-1851",62764,1043,701,149,0,12,91,46,44,21367,21367,5749,2724,3012,6,2,5,16690,10018,75,447,2827,1255,360,1708,16633,4052,7482,5099,1282,513,481,282,6
"3633",131,15,10,1,0,0,2,1,1,57,57,1,0,0,1,0,0,50,28,2,3,3,0,6,8,0,0,0,0,8,6,0,1,1
"3637",310,23,11,3,0,2,3,1,3,35,35,19,17,2,0,0,0,206,163,2,11,18,0,4,8,14,6,4,4,13,13,0,0,0
"3638",1429,43,23,8,0,0,5,4,3,325,325,122,58,62,1,1,0,899,634,4,29,114,20,26,72,35,13,7,15,5,4,0,1,0
"3640",929,60,36,8,0,2,6,6,2,131,131,28,19,9,0,0,0,654,506,3,18,75,3,14,35,51,25,13,13,5,5,0,0,0
"3661",3122,171,115,22,0,1,19,6,8,1342,1342,384,203,178,3,0,0,1146,682,6,63,155,41,74,125,14,0,7,7,65,16,0,47,2
"3662",606,27,18,3,0,2,2,2,0,282,282,102,63,39,0,0,0,173,102,0,7,23,16,11,14,17,5,8,4,5,2,0,3,0
"3663",418,23,14,3,0,0,4,1,1,162,162,4,3,1,0,0,0,223,179,0,3,17,0,13,11,6,0,6,0,0,0,0,0,0
"3668",1677,121,67,21,0,0,18,8,7,331,331,147,75,72,0,0,0,1026,693,2,20,169,41,21,80,44,17,13,14,8,6,0,2,0
"3669",2468,17,7,6,0,0,2,0,2,868,868,508,302,206,0,0,0,685,429,3,13,115,65,10,50,377,151,115,111,13,6,0,7,0
"3670",435,20,9,4,0,0,4,1,2,205,205,15,8,6,0,0,1,182,122,1,3,25,15,2,14,12,2,6,4,1,1,0,0,0
"3673",4596,127,80,18,0,1,10,10,8,1475,1475,490,230,254,1,1,4,2302,1427,15,102,354,87,58,259,166,43,40,83,36,15,0,18,3
"3681",9307,38,30,6,0,1,0,1,0,4110,4110,943,385,558,0,0,0,598,317,2,14,143,25,1,96,3500,612,1816,1072,118,66,11,41,0
"3695",3456,24,21,2,0,0,1,0,0,519,519,200,138,62,0,0,0,943,507,2,13,232,55,9,125,1584,495,724,365,186,92,94,0,0
"3701",4640,79,49,18,0,1,6,2,3,1477,1477,303,110,193,0,0,0,2060,1407,9,20,403,19,23,179,651,98,289,264,70,36,0,34,0
"3711",203,11,9,2,0,0,0,0,0,29,29,9,2,7,0,0,0,133,100,1,1,19,3,1,8,19,5,5,9,2,2,0,0,0
"3712",2446,36,28,4,0,0,3,0,1,761,761,176,50,126,0,0,0,1108,779,6,24,162,21,10,106,333,86,142,105,32,19,0,13,0
"3713",7545,20,16,3,0,0,1,0,0,1718,1718,636,347,289,0,0,0,1404,820,7,30,257,92,11,187,3629,750,1696,1183,138,59,41,38,0
"3714",13696,133,121,6,0,1,2,2,1,4609,4609,1428,646,782,0,0,0,2003,690,6,44,360,705,36,162,5014,1580,1923,1511,509,135,335,39,0
"3715",5350,55,37,11,0,1,3,1,2,2931,2931,234,68,166,0,0,0,895,433,4,29,183,47,30,169,1167,164,668,335,68,30,0,38,0
"-1901",10471,2297,1102,455,8,57,352,209,114,2834,2834,196,134,33,8,6,15,4962,4366,16,73,133,0,158,216,53,1,41,11,129,115,0,8,6
"4001",1237,584,256,106,0,14,98,83,27,147,147,16,13,2,0,0,1,411,349,1,12,15,0,17,17,3,0,1,2,76,68,0,2,6
"4002",410,53,20,14,0,2,8,3,6,125,125,8,4,2,0,1,1,206,166,0,16,4,0,7,13,0,0,0,0,18,18,0,0,0
"4003",532,237,112,58,0,3,38,16,10,56,56,12,10,2,0,0,0,220,196,0,5,8,0,6,5,5,0,4,1,2,1,0,1,0
"4004",1262,59,37,9,0,4,4,3,2,495,495,29,21,6,0,0,2,671,576,3,13,22,0,29,28,7,0,6,1,1,0,0,1,0
"4005",988,125,55,27,0,5,19,12,7,307,307,9,6,0,0,2,1,544,480,5,6,15,0,17,21,2,0,2,0,1,1,0,0,0
"4006",1728,237,126,40,0,5,36,21,9,453,453,37,26,5,1,0,5,988,899,3,2,16,0,19,49,11,0,11,0,2,2,0,0,0
"4007",354,58,34,9,3,1,5,4,2,108,108,1,1,0,0,0,0,184,172,0,3,1,0,4,4,2,0,0,2,1,1,0,0,0
"4008",1189,186,82,35,0,5,26,20,18,362,362,18,6,4,2,3,3,609,522,3,13,11,0,26,34,10,1,8,1,4,4,0,0,0
"4009",702,124,63,31,1,2,17,3,7,265,265,7,1,0,4,0,2,299,270,0,0,5,0,10,14,2,0,2,0,5,4,0,1,0
"4010",721,236,110,49,1,7,48,16,5,162,162,19,13,5,1,0,0,289,263,0,2,10,0,6,8,5,0,4,1,10,9,0,1,0
"4012",1060,275,148,51,1,6,35,18,16,287,287,33,27,6,0,0,0,454,400,1,1,22,0,11,19,4,0,2,2,7,5,0,2,0
"4013",288,123,59,26,2,3,18,10,5,67,67,7,6,1,0,0,0,87,73,0,0,4,0,6,4,2,0,1,1,2,2,0,0,0
"-1902",15329,3626,1830,696,25,74,476,353,172,5081,5081,341,172,45,36,64,24,5854,5085,19,134,156,0,206,254,87,0,73,14,340,308,0,19,13
"4021",1469,487,225,97,3,5,55,88,14,128,128,39,25,6,5,0,3,785,724,1,13,15,0,16,16,1,0,1,0,29,28,0,1,0
"4022",490,52,25,12,1,1,9,2,2,293,293,8,5,2,1,0,0,135,121,3,1,4,0,1,5,1,0,1,0,1,0,0,1,0
"4023",605,109,52,17,0,0,17,16,7,310,310,4,1,0,3,0,0,175,146,0,5,0,0,10,14,0,0,0,0,7,3,0,4,0
"4024",776,120,71,19,6,4,10,6,4,305,305,27,8,2,2,11,4,286,243,3,8,6,0,13,13,9,0,9,0,29,27,0,2,0
"4026",213,73,38,7,0,0,5,20,3,31,31,13,1,2,0,10,0,91,79,0,0,5,0,5,2,0,0,0,0,5,5,0,0,0
"4027",512,134,70,18,2,3,20,11,10,220,220,10,10,0,0,0,0,147,129,2,1,8,0,3,4,1,0,1,0,0,0,0,0,0
"4028",400,39,24,8,0,1,3,2,1,201,201,1,1,0,0,0,0,159,134,0,2,13,0,3,7,0,0,0,0,0,0,0,0,0
"4029",570,149,76,22,0,3,29,12,7,143,143,18,10,2,2,3,1,226,183,0,15,7,0,12,9,1,0,0,1,33,32,0,0,1
"4030",240,56,32,8,0,0,6,7,3,53,53,8,4,2,0,0,2,118,108,0,0,3,0,2,5,1,0,1,0,4,3,0,1,0
"4031",489,64,29,11,0,1,10,5,8,257,257,12,3,1,6,1,1,138,115,0,2,4,0,8,9,3,0,2,1,15,12,0,1,2
"4032",349,96,48,20,0,4,13,8,3,126,126,6,2,4,0,0,0,114,98,1,1,1,0,6,7,7,0,6,1,0,0,0,0,0
"4033",482,140,71,30,0,1,21,10,7,149,149,13,8,2,2,1,0,151,131,0,5,2,0,9,4,2,0,1,1,27,25,0,2,0
"4034",541,143,71,29,0,3,21,12,7,91,91,13,8,3,1,0,1,265,246,0,1,9,0,5,4,0,0,0,0,29,27,0,0,2
"4035",335,89,41,21,0,4,11,7,5,132,132,4,1,0,0,2,1,103,86,1,3,3,0,1,9,2,0,2,0,5,0,0,3,2
"4037",431,100,41,20,0,1,14,11,13,163,163,11,9,1,1,0,0,156,139,0,2,9,0,1,5,1,0,1,0,0,0,0,0,0
"4038",837,176,73,45,3,7,21,17,10,268,268,13,6,1,0,3,3,367,319,0,9,15,0,5,19,1,0,1,0,12,12,0,0,0
"4039",385,75,44,10,0,3,7,6,5,209,209,8,5,0,3,0,0,91,75,0,3,1,0,3,9,2,0,2,0,0,0,0,0,0
"4040",863,307,184,62,0,7,33,13,8,213,213,23,21,0,0,0,2,303,260,1,12,7,0,17,6,4,0,4,0,13,11,0,0,2
"4041",443,78,35,14,7,3,9,6,4,196,196,7,4,0,3,0,0,124,104,0,4,4,0,6,6,10,0,10,0,28,26,0,1,1
"4044",827,177,81,35,0,4,27,17,13,230,230,17,7,5,0,5,0,367,311,2,8,12,0,17,17,6,0,1,5,30,29,0,1,0
"4045",1064,399,204,71,1,6,59,42,16,187,187,26,12,3,1,10,0,420,367,0,9,6,0,11,27,9,0,9,0,23,21,0,2,0
"4046",442,70,39,7,1,3,10,6,4,194,194,2,1,1,0,0,0,164,134,3,9,2,0,9,7,1,0,1,0,11,9,0,0,2
"4047",938,193,109,47,0,4,23,6,4,252,252,18,5,2,0,10,1,446,419,1,2,8,0,5,11,7,0,6,1,22,22,0,0,0
"4048",900,183,99,35,1,3,22,13,10,351,351,25,6,6,1,8,4,309,268,0,10,3,0,15,13,16,0,14,2,16,15,0,0,1
"4049",728,117,48,31,0,3,21,10,4,379,379,15,9,0,5,0,1,214,146,1,9,9,0,23,26,2,0,0,2,1,1,0,0,0
"-1903",11753,2327,1164,467,12,48,314,199,123,5265,5265,184,52,26,24,6,76,3681,3200,7,92,90,0,136,156,51,0,37,14,245,172,0,56,17
"4061",345,58,24,13,0,0,14,4,3,172,172,7,0,0,1,0,6,105,91,0,1,5,0,1,7,0,0,0,0,3,0,0,3,0
"4062",539,117,57,20,1,1,16,14,8,241,241,2,1,1,0,0,0,178,159,1,2,12,0,1,3,1,0,0,1,0,0,0,0,0
"4063",1132,251,140,59,0,3,28,13,8,236,236,34,11,7,3,0,13,532,476,1,14,8,0,21,12,10,0,6,4,69,64,0,4,1
"4064",283,30,11,7,0,1,8,1,2,152,152,5,3,0,0,0,2,94,82,1,1,3,0,4,3,1,0,1,0,1,1,0,0,0
"4065",392,114,49,27,0,1,18,15,4,172,172,8,2,1,0,0,5,95,74,0,5,3,0,7,6,3,0,2,1,0,0,0,0,0
"4066",252,39,20,8,2,2,2,3,2,119,119,4,0,0,0,0,4,68,49,0,4,2,0,11,2,0,0,0,0,22,18,0,4,0
"4067",309,58,38,8,0,1,6,2,3,139,139,9,0,0,0,0,9,67,51,0,4,0,0,5,7,1,0,0,1,35,19,0,11,5
"4068",776,82,41,12,1,5,9,8,6,418,418,9,0,1,4,0,4,265,236,0,3,4,0,4,18,2,0,2,0,0,0,0,0,0
"4071",569,68,38,11,1,1,10,3,4,303,303,8,4,1,2,0,1,178,146,0,3,8,0,12,9,4,0,3,1,8,4,0,4,0
"4072",608,93,44,23,1,2,12,4,7,308,308,13,5,1,2,0,5,178,160,0,4,2,0,5,7,1,0,1,0,15,8,0,6,1
"4073",328,63,33,7,2,1,9,3,8,170,170,1,0,0,0,0,1,82,77,0,1,2,0,1,1,0,0,0,0,12,0,0,12,0
"4074",536,97,41,21,3,1,14,12,5,290,290,6,0,0,4,1,1,140,119,1,6,3,0,5,6,3,0,2,1,0,0,0,0,0
"4075",489,112,46,24,0,2,15,16,9,232,232,2,1,0,0,0,1,139,113,1,5,1,0,15,4,2,0,2,0,2,1,0,1,0
"4076",827,102,50,20,0,6,9,7,10,466,466,2,1,0,0,0,1,255,220,0,8,8,0,4,15,1,0,1,0,1,0,0,1,0
"4077",329,57,30,15,0,0,7,1,4,125,125,4,1,2,0,0,1,134,117,1,7,3,0,3,3,2,0,2,0,7,5,0,2,0
"4078",245,15,7,2,0,0,4,2,0,155,155,1,1,0,0,0,0,74,64,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0
"4079",448,43,22,12,1,1,4,2,1,226,226,7,3,0,0,1,3,118,100,0,7,2,0,3,6,2,0,1,1,52,35,0,8,9
"4080",1198,271,156,58,0,4,29,18,6,487,487,13,6,3,1,0,3,420,367,0,8,18,0,14,13,6,0,4,2,1,1,0,0,0
"4081",260,105,42,14,0,3,22,18,6,102,102,3,1,1,0,1,0,46,37,0,1,0,0,7,1,2,0,1,1,2,1,0,0,1
"4082",1244,422,210,85,0,10,56,43,18,430,430,26,8,3,5,0,10,354,325,0,1,4,0,9,15,8,0,7,1,4,4,0,0,0
"4083",480,113,56,18,0,2,20,10,7,211,211,20,4,5,2,3,6,124,105,0,4,2,0,4,9,1,0,1,0,11,11,0,0,0
"4084",164,17,9,3,0,1,2,0,2,111,111,0,0,0,0,0,0,35,32,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
"-1904",13004,1962,1057,330,15,77,262,138,83,4841,4841,431,175,54,57,124,21,5364,4622,34,124,154,0,179,251,155,10,132,13,251,234,0,6,11
"4091",571,77,39,13,0,1,12,5,7,152,152,30,11,6,3,9,1,254,215,1,4,13,0,13,8,30,9,21,0,28,28,0,0,0
"4092",505,135,61,23,1,4,31,11,4,167,167,13,6,6,1,0,0,178,156,1,1,11,0,3,6,12,0,12,0,0,0,0,0,0
"4093",301,35,19,6,0,0,6,3,1,156,156,4,2,0,1,0,1,101,89,0,3,2,0,2,5,0,0,0,0,5,5,0,0,0
"4095",822,386,183,70,0,8,62,42,21,101,101,17,12,4,0,1,0,257,206,0,12,9,0,17,13,1,0,1,0,60,56,0,2,2
"4099",224,17,10,1,0,1,4,1,0,68,68,2,1,1,0,0,0,137,129,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0
"4100",317,89,45,16,1,4,12,5,6,66,66,10,5,5,0,0,0,149,130,1,2,11,0,2,3,2,0,2,0,1,0,0,1,0
"4104",845,172,106,25,1,4,26,6,4,413,413,20,6,4,9,0,1,237,221,2,0,2,0,7,5,1,0,0,1,2,2,0,0,0
"4105",555,28,15,7,0,0,1,4,1,353,353,11,3,0,3,2,3,163,127,1,6,3,0,7,19,0,0,0,0,0,0,0,0,0
"4106",393,30,18,7,0,1,2,1,1,172,172,5,1,2,0,2,0,185,161,2,0,5,0,6,11,1,0,0,1,0,0,0,0,0
"4107",317,60,43,9,0,0,7,1,0,110,110,10,1,9,0,0,0,107,90,1,2,4,0,4,6,20,0,17,3,10,8,0,1,1
"4110",789,51,34,9,0,2,3,2,1,247,247,57,20,1,10,26,0,427,397,3,2,6,0,10,9,7,0,5,2,0,0,0,0,0
"4111",475,58,36,3,0,1,7,8,3,143,143,10,6,2,2,0,0,264,248,0,0,9,0,2,5,0,0,0,0,0,0,0,0,0
"4112",418,52,34,1,3,2,6,2,4,186,186,15,8,1,5,0,1,165,144,0,4,9,0,0,8,0,0,0,0,0,0,0,0,0
"4117",990,58,40,7,0,4,3,2,2,466,466,21,10,1,0,7,3,442,356,2,18,15,0,16,35,3,0,2,1,0,0,0,0,0
"4120",520,70,32,19,2,4,9,2,2,226,226,11,5,1,4,1,0,175,139,1,10,5,0,7,13,16,1,13,2,22,17,0,0,5
"4121",1122,115,62,23,5,4,12,6,3,354,354,50,22,6,4,18,0,532,474,3,13,13,0,17,12,41,0,39,2,30,30,0,0,0
"4122",568,69,34,13,0,4,10,4,4,144,144,25,9,1,8,6,1,282,235,4,8,11,0,10,14,4,0,4,0,44,42,0,0,2
"4123",492,211,97,40,0,10,31,26,7,100,100,6,2,0,4,0,0,140,101,1,7,0,0,19,12,3,0,3,0,32,30,0,1,1
"4124",1557,110,71,12,0,9,11,3,4,802,802,17,13,0,2,0,2,626,544,6,20,10,0,13,33,1,0,1,0,1,1,0,0,0
"4125",1223,139,78,26,2,14,7,4,8,415,415,97,32,4,1,52,8,543,460,5,11,11,0,24,32,13,0,12,1,16,15,0,1,0
"-1905",9728,1564,765,317,3,39,237,118,85,4657,4657,172,132,19,8,0,13,3283,2642,20,81,72,0,137,331,30,0,19,11,22,11,0,10,1
"4131",384,123,55,23,1,2,18,12,12,151,151,6,2,1,3,0,0,101,57,0,7,2,0,9,26,1,0,0,1,2,0,0,1,1
"4132",344,46,20,8,0,1,5,6,6,188,188,5,3,1,0,0,1,105,71,1,11,1,0,6,15,0,0,0,0,0,0,0,0,0
"4134",590,74,40,14,0,3,10,4,3,262,262,5,4,0,0,0,1,246,199,0,5,5,0,4,33,2,0,1,1,1,0,0,1,0
"4135",975,133,78,29,0,3,14,7,2,541,541,21,18,1,0,0,2,275,202,2,7,2,0,20,42,3,0,1,2,2,2,0,0,0
"4136",286,42,22,5,0,1,7,2,5,126,126,0,0,0,0,0,0,110,101,0,1,4,0,1,3,2,0,2,0,6,1,0,5,0
"4137",113,18,6,5,0,0,4,0,3,55,55,0,0,0,0,0,0,40,35,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"4138",376,42,26,4,1,1,3,3,4,174,174,15,14,0,1,0,0,143,118,1,1,2,0,4,17,2,0,2,0,0,0,0,0,0
"4139",731,212,75,46,0,1,37,37,16,325,325,15,11,4,0,0,0,177,140,1,6,2,0,10,18,1,0,1,0,1,0,0,1,0
"4140",943,110,60,18,0,2,22,5,3,470,470,14,10,1,1,0,2,347,293,2,5,4,0,14,29,0,0,0,0,2,2,0,0,0
"4141",955,265,125,59,0,7,37,20,17,394,394,15,11,2,1,0,1,277,230,1,5,5,0,11,25,2,0,1,1,2,1,0,1,0
"4142",727,50,32,14,0,2,1,0,1,434,434,12,12,0,0,0,0,226,179,3,4,2,0,17,21,2,0,0,2,3,3,0,0,0
"4143",860,70,39,20,1,0,7,2,1,523,523,15,12,2,1,0,0,251,184,2,14,5,0,9,37,1,0,0,1,0,0,0,0,0
"4144",621,134,58,26,0,7,32,8,3,211,211,20,13,3,0,0,4,244,204,0,2,23,0,7,8,11,0,9,2,1,1,0,0,0
"4145",355,58,29,11,0,3,9,4,2,138,138,2,1,0,1,0,0,156,137,1,4,5,0,3,6,1,0,1,0,0,0,0,0,0
"4146",890,125,67,26,0,5,16,5,6,392,392,16,11,4,0,0,1,353,303,3,6,6,0,9,26,2,0,1,1,2,1,0,1,0
"4147",578,62,33,9,0,1,15,3,1,273,273,11,10,0,0,0,1,232,189,3,3,3,0,13,21,0,0,0,0,0,0,0,0,0
"-1906",17172,1756,1041,310,3,51,204,76,71,7813,7813,511,241,46,89,94,41,6844,5799,38,154,112,0,260,481,72,0,59,13,176,169,0,3,4
"4161",701,141,89,19,0,3,16,8,6,310,310,15,11,2,2,0,0,223,186,1,5,0,0,19,12,8,0,7,1,4,4,0,0,0
"4163",997,207,107,49,1,1,29,11,9,436,436,26,13,4,3,3,3,307,254,1,8,5,0,14,25,15,0,13,2,6,5,0,0,1
"4164",880,63,34,15,0,1,9,0,4,443,443,19,12,2,2,1,2,354,290,4,5,2,0,17,36,1,0,1,0,0,0,0,0,0
"4165",1018,110,52,20,1,4,18,6,9,441,441,19,4,0,11,0,4,446,375,1,3,4,0,17,46,2,0,2,0,0,0,0,0,0
"4169",1808,159,90,32,1,4,20,7,5,769,769,71,53,8,6,2,2,772,676,7,24,5,0,21,39,8,0,5,3,29,27,0,2,0
"4170",1443,173,105,28,0,8,17,8,7,519,519,24,4,1,13,4,2,690,613,5,17,11,0,18,26,4,0,3,1,33,31,0,1,1
"4172",248,64,40,8,0,1,10,1,4,87,87,5,2,3,0,0,0,82,68,0,1,2,0,3,8,10,0,10,0,0,0,0,0,0
"4173",814,46,33,6,0,2,3,2,0,396,396,25,14,3,7,1,0,344,287,3,11,4,0,6,33,3,0,1,2,0,0,0,0,0
"4175",442,54,36,12,0,2,2,1,1,285,285,22,9,0,1,8,4,77,62,1,3,1,0,7,3,1,0,1,0,3,2,0,0,1
"4176",276,28,12,9,0,1,4,1,1,101,101,9,9,0,0,0,0,111,98,1,1,5,0,3,3,1,0,0,1,26,26,0,0,0
"4177",258,77,51,12,0,0,9,3,2,89,89,5,1,3,0,1,0,50,29,0,5,0,0,14,2,1,0,1,0,36,36,0,0,0
"4181",1124,76,48,11,0,4,8,3,2,393,393,28,13,0,8,7,0,623,559,1,8,10,0,14,31,2,0,2,0,2,2,0,0,0
"4182",953,59,37,16,0,2,2,1,1,558,558,35,15,0,19,0,1,297,241,1,10,5,0,15,25,2,0,2,0,2,1,0,0,1
"4183",689,54,31,5,0,2,5,8,3,329,329,18,10,3,1,0,4,285,229,1,3,6,0,16,30,2,0,1,1,1,1,0,0,0
"4184",2157,136,83,22,0,3,14,7,7,1023,1023,76,37,6,5,18,10,889,728,7,20,25,0,28,81,7,0,5,2,26,26,0,0,0
"4185",2231,193,131,27,0,6,18,5,6,1027,1027,73,19,7,7,35,5,928,808,1,26,21,0,29,43,3,0,3,0,7,7,0,0,0
"4186",1133,116,62,19,0,7,20,4,4,607,607,41,15,4,4,14,4,366,296,3,4,6,0,19,38,2,0,2,0,1,1,0,0,0
"-1907",9794,2182,1110,453,3,53,278,171,114,3800,3800,170,91,26,21,17,15,3445,3015,12,56,124,0,80,158,80,3,70,7,117,68,0,43,6
"4191",320,30,12,6,0,0,5,6,1,103,103,6,2,1,2,0,1,181,173,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0
"4192",237,53,20,6,0,2,8,10,7,120,120,3,0,1,2,0,0,30,13,0,3,0,0,3,11,1,0,1,0,30,0,0,30,0
"4193",151,41,28,6,0,0,3,3,1,61,61,3,3,0,0,0,0,42,40,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0
"4194",372,81,35,24,0,3,9,3,7,130,130,1,1,0,0,0,0,160,146,0,0,7,0,1,6,0,0,0,0,0,0,0,0,0
"4195",634,53,29,13,0,3,5,2,1,306,306,12,4,0,3,0,5,257,233,4,2,4,0,3,11,4,0,3,1,2,1,0,0,1
"4196",398,69,32,9,0,2,16,4,6,221,221,5,1,0,0,0,4,102,92,0,3,0,0,2,5,0,0,0,0,1,0,0,1,0
"4197",220,42,21,9,0,0,6,3,3,141,141,4,0,0,2,1,1,30,22,0,0,0,0,3,5,1,0,1,0,2,2,0,0,0
"4198",349,58,41,7,0,1,6,2,1,197,197,4,1,2,1,0,0,88,80,0,1,1,0,2,4,2,0,2,0,0,0,0,0,0
"4199",233,59,32,13,0,1,5,5,3,46,46,5,1,4,0,0,0,97,74,1,7,7,0,3,5,8,1,6,1,18,16,0,1,1
"4200",326,135,78,32,0,0,16,1,8,102,102,7,7,0,0,0,0,78,65,1,0,6,0,3,3,3,0,2,1,1,1,0,0,0
"4201",1135,324,169,71,0,5,45,28,6,220,220,29,22,3,1,2,1,543,494,0,3,25,0,11,10,13,1,10,2,6,6,0,0,0
"4202",428,107,50,16,0,2,18,17,4,226,226,1,0,0,0,1,0,93,69,0,4,1,0,6,13,1,0,1,0,0,0,0,0,0
"4203",660,162,78,29,0,6,17,18,14,238,238,12,6,3,1,1,1,237,196,1,10,11,0,9,10,1,0,1,0,10,9,0,1,0
"4204",329,142,65,27,0,7,20,17,6,84,84,3,2,1,0,0,0,93,84,0,4,0,0,3,2,5,0,5,0,2,2,0,0,0
"4205",472,112,65,25,0,1,14,4,3,156,156,11,7,2,1,0,1,190,180,3,1,0,0,3,3,3,1,2,0,0,0,0,0,0
"4206",616,169,89,30,1,3,27,7,12,177,177,11,8,3,0,0,0,222,188,1,3,14,0,7,9,8,0,7,1,29,29,0,0,0
"4207",634,139,73,32,2,11,10,3,8,222,222,9,4,4,0,1,0,259,244,0,1,9,0,1,4,4,0,4,0,1,1,0,0,0
"4208",963,135,64,30,0,1,15,15,10,460,460,27,9,0,7,10,1,326,272,1,8,17,0,6,22,1,0,0,1,14,0,0,10,4
"4209",964,190,93,47,0,4,22,15,9,458,458,6,6,0,0,0,0,301,249,0,3,12,0,10,27,8,0,8,0,1,1,0,0,0
